,clinton_adjusted,polling_weight,state,trump_adjusted,trump_clinton_win
0,4.9514,149279.060764,36,5.79509,1
1,-1.70341,2367.272688,36,-1.27016,0
2,-1.70221,1984.950272,21,-1.27396,1
3,-1.64069,532.159137,37,0.30585,1
4,-0.67256,1028.09278857,36,2.20888,1
5,0.6508,583.731319286,36,1.26663,1
6,1.61834,3334.013116,36,-0.13983,1
7,-0.10951,5175.750875,35,-0.49667,1
8,-0.47424,728.3648616,36,0.84948,1
9,0.21983,7915.2476,36,1.6954,1
10,1.25217,9298.856095,36,-3.05155,1
11,-0.18168,449.077225,37,1.92262,0
12,1.68839,311.737116444,25,1.50605,1
13,1.31551,2418.263462,36,1.34972,1
14,-1.79207,354.57552,51,1.01937,1
15,-1.80542,353.733513333,37,1.07725,0
16,-0.81717,411.3065925,36,2.33826,1
17,-0.32211,271.163344375,37,1.11255,0
18,-0.22953,714.48499,35,-0.19321,1
19,-0.25646,304.241517714,35,2.34735,1
20,-0.15583,169.253,36,1.99571,1
21,-0.48939,1062.1079145,42,-2.2428,0
22,-0.24615,619.910672,47,-0.12769,1
23,-0.36398,500.7498665,36,0.55637,1
24,-0.24,616.9526895,16,-0.15194,0
25,-0.21398,753.883216,36,0.0337,1
26,-0.22424,614.982712,51,-0.21405,1
27,0.50363,3713.424,36,0.1804,1
28,-1.33511,49936.43724,36,-0.58191,1
29,-0.57177,890.688464571,42,-0.52291,0
30,-1.95687,231.356544,29,2.24964,1
31,-0.2886,1500.4430595,35,-1.85209,1
32,-0.2886,1396.3743365,9,-1.85209,0
33,-0.2886,1378.046208,51,-1.85209,0
34,-0.2886,1371.39236,43,-1.85209,1
35,-2.42172,1517.077419,36,-3.57022,1
36,-0.25502,204.638544,51,2.64333,1
37,-1.26662,549.54638775,8,-0.37015,1
38,-2.26421,687.81015,16,0.35058,0
39,-0.2886,1262.440935,21,-1.85209,1
40,0.08772,300.891522167,17,0.58124,0
41,-0.36267,892.4436,21,-1.7944,1
42,-1.6483,243.622,4,0.01773,1
43,0.20443,157.995998286,36,1.15833,1
44,-0.36364,225.735388,26,0.87188,0
45,-0.44188,272.556125,36,1.76292,1
46,0.94143,255.054618,37,3.24168,1
47,-0.2886,1073.607961,37,-1.85209,0
48,-0.36905,813.974625,56,-1.7742,1
49,-1.26551,5774.919085,32,-0.89071,0
50,-1.90151,191.460460625,55,1.92952,0
51,-0.21618,668.918565,29,1.53563,1
52,0.40761,705.17468,26,-0.76122,0
53,-0.4692,703.339784,35,1.71922,1
54,-1.27916,5366.60178,25,-0.8419,1
55,-0.2121,464.049570167,37,0.02554,1
56,-0.2886,1015.177576,47,-1.85209,1
57,-0.94699,191.91384,36,1.09445,1
58,-1.27674,5986.282372,37,-0.85054,1
59,-0.12992,148.972140833,32,2.25708,0
60,-0.36983,221.5770278,37,0.90773,1
61,-0.2373,290.4281286,32,1.48988,0
62,-1.08178,192.3598315,36,2.25222,1
63,-0.19875,449.339933167,51,-0.03234,1
64,0.11597,264.205006333,21,0.43544,1
65,-1.11784,261.357380667,37,-0.1655,1
66,-0.19233,427.11335275,39,-1.24792,0
67,0.14038,246.683140667,32,0.30946,0
68,-1.16607,180.320756111,36,-0.74052,1
69,-0.49215,331.8688,9,-1.25768,1
70,-1.33056,362.974891333,31,0.71407,1
71,-2.98742,234.747582667,13,-2.43731,0
72,-1.27454,4217.502065,26,-0.85842,0
73,-1.27329,4610.71281,35,-0.86289,1
74,-0.93252,178.70055,51,0.81387,1
75,0.12807,235.498653,51,0.37304,1
76,-1.27411,4202.612598,21,-0.85995,1
77,-1.26589,3496.155114,28,-0.88934,0
78,-1.27898,3426.824436,53,-0.84254,1
79,-1.27753,3554.190074,9,-0.84774,0
80,-0.2886,763.596194,55,-1.85209,0
81,-0.43645,182.103798571,56,2.87309,1
82,-1.27874,3134.712722,18,-0.84339,1
83,-1.44176,213.6643875,36,1.86935,1
84,0.95389,256.754457667,21,3.00444,1
85,-1.26985,2955.315642,51,-0.87518,1
86,-1.58905,194.300416667,42,0.89443,0
87,-1.2841,2855.275724,47,-0.82424,1
88,-1.22647,84.2913225,36,1.80119,1
89,-1.13975,747.599625,42,-0.69164,0
90,-1.2801,2677.461878,16,-0.83855,0
91,-0.48035,236.37185,51,-1.3042,1
92,-1.28149,2305.459012,19,-0.83356,0
93,-0.94384,154.473257143,6,0.78839,1
94,-1.86067,314.212675,36,3.82402,1
95,-1.32511,84.0473147222,36,1.15985,1
96,-1.17382,359.61513,10,-0.58364,0
97,-1.85801,304.702626667,37,3.81155,1
98,-2.31561,106.993104,43,0.00763,1
99,-1.2819,2066.38205,43,-0.8321,1
100,0.56248,129.6591,18,2.47088,1
101,-0.26321,132.667,37,3.8174,0
102,-1.28174,1847.234928,20,-0.83269,0
103,-1.37708,73.0325338235,25,1.15174,1
104,-1.46054,150.5792,55,1.88154,1
105,-0.26001,209.2565,55,0.2872,0
106,-1.65039,104.5446875,4,1.75738,1
107,0.0958,96.8269234737,36,1.26845,1
108,-0.83582,122.4268185,36,3.12745,1
109,-1.28173,1638.23247,8,-0.83271,1
110,-1.28407,1631.404104,17,-0.82435,0
111,-0.36345,413.41625,6,-1.79194,1
112,-0.57706,167.583486364,46,0.26057,0
113,-0.36266,115.886955273,29,1.70905,1
114,-0.57072,165.0769,26,1.33903,0
115,-1.18137,82.71635685,24,2.56234,0
116,-1.27644,1653.472581,6,-0.85162,1
117,-0.26888,82.5806566,49,3.26857,1
118,0.58908,196.80972,6,1.72532,1
119,0.04762,190.096461,37,-0.50215,0
120,-1.07238,268.559714,20,0.55424,0
121,-1.27794,1647.43524,55,-0.84628,1
122,-0.49278,178.63318,55,-1.25521,1
123,0.28355,62.145824,35,2.05856,1
124,-0.18465,172.818054,51,2.06671,0
125,-1.07267,484.51669,39,-0.33395,0
126,-0.67446,136.770342857,29,-0.27853,1
127,0.64209,435.963,16,0.25915,0
128,-0.52651,143.530383333,35,-1.04433,1
129,0.19793,146.75990625,20,1.3695,0
130,0.23481,146.75990625,13,1.49641,0
131,-0.004,75.647614375,36,2.40553,1
132,-0.44511,129.376583333,30,1.40688,1
133,-1.42342,62.8110433125,51,0.89416,0
134,-0.19793,80.573792,20,1.41128,0
135,-1.29942,1213.022012,30,-0.76946,1
136,-0.49095,151.8462,37,-1.26243,1
137,-1.48587,86.9116515714,29,0.93306,1
138,-0.06456,61.7078228,53,3.55711,1
139,-0.84908,70.1543884706,51,-0.09209,1
140,0.72583,204.179159333,56,1.54995,1
141,-1.52596,72.4249519231,12,1.76905,0
142,-1.28264,1163.325577,4,-0.82945,1
143,-0.84779,67.9822411765,9,0.09313,0
144,-0.05421,82.54765,55,1.76702,1
145,-1.28688,1103.342765,49,-0.8143,1
146,-1.44856,53.5996748,9,2.7854,0
147,-1.2855,1099.081264,22,-0.81925,1
148,-2.60145,69.3489953333,55,-0.28848,1
149,-1.2737,1092.69436,11,-0.86144,1
150,-2.82047,122.955835,36,-1.34767,1
151,0.41257,384.972,29,0.5204,1
152,-0.53708,122.00725,18,-0.99853,1
153,-1.28081,1058.749364,48,-0.83601,1
154,0.16842,55.6427537391,43,2.74128,1
155,4.83489,128.9303044,38,6.38098,0
156,-0.63639,77.1346153846,20,0.11539,0
157,0.43343,375.1167,37,0.44582,0
158,0.44033,375.1167,51,0.42118,0
159,0.43224,375.1167,55,0.45008,1
160,0.43689,375.1167,35,0.43347,1
161,0.43265,375.1167,9,0.44862,1
162,-1.37258,675.5392915,18,-0.85705,1
163,-1.44931,71.00095975,16,0.90595,0
164,-1.23788,70.7161,32,1.53924,0
165,-1.17973,46.1666775,22,1.37527,1
166,0.90595,98.61194,35,2.96887,1
167,-0.30875,58.426605,43,2.87598,1
168,-0.28386,82.4213529412,26,3.2543,0
169,-1.29761,923.050097,29,-0.77596,1
170,-1.27333,941.931176,10,-0.86277,0
171,-1.26093,900.461448,0,-0.90708,0
172,-1.19536,44.0824824,26,1.10834,0
173,-0.84772,56.6432748235,55,0.10296,1
174,-1.27458,923.556348,42,-0.85828,0
175,4.84242,114.4343076,13,6.34836,0
176,0.4276,58.70432875,47,1.65441,1
177,-1.41795,61.149962,51,0.91699,0
178,-2.64442,63.0106597333,36,1.88814,1
179,-1.32447,46.6748742353,19,1.25099,0
180,0.03075,89.59005,51,3.76365,0
181,-0.43923,133.6194,43,-1.50673,1
182,-0.37026,250.423125,40,-1.77036,1
183,-0.3677,250.423125,5,-1.77848,1
184,0.01757,85.0237197143,37,3.90788,1
185,0.42579,54.9292425,35,1.39354,1
186,0.42636,54.9292425,37,1.4769,1
187,-0.99739,63.9563742857,55,1.26822,0
188,-1.69588,25.745825,50,-2.37462,0
189,-1.60164,25.745825,52,-2.3395,0
190,0.03906,76.2637480714,32,3.67281,1
191,0.33188,69.4156842105,36,2.35157,1
192,-0.67812,79.3236249,31,2.49771,1
193,0.04901,83.0972657778,36,1.99332,1
194,-1.26362,57.930324,5,1.26033,0
195,0.29618,52.01128,51,2.81083,0
196,0.01182,83.5178946316,47,1.86651,1
197,-1.28635,712.53541,23,-0.8162,1
198,-1.27468,704.76065,15,-0.8579,0
199,0.4265,49.666968,9,1.4958,0
200,-1.27084,56.2038058333,2,0.54592,0
201,0.0226,72.4708968571,21,3.85281,1
202,-0.29757,92.8912935,10,0.63599,0
203,-0.52645,57.2979692308,42,0.26392,0
204,0.96199,32.4176988333,51,1.88707,1
205,0.68787,29.8227272308,17,2.29969,0
206,0.89832,122.972322,29,-1.61548,1
207,-1.26359,581.3501,44,-0.89758,0
208,-1.27478,579.497556,7,-0.85756,0
209,-0.12725,54.0704545455,12,1.70419,0
210,0.52544,78.5328960455,35,4.18987,1
211,-0.5144,118.4286,46,0.89109,0
212,-1.6211,46.7238947368,49,0.20037,1
213,-0.31327,37.081328125,30,3.45361,1
214,-1.27307,557.381496,2,-0.86369,0
215,-2.91989,78.5168,38,0.85737,1
216,-1.29054,548.231381,34,-0.8012,1
217,-0.9583,31.8604693462,35,2.66414,1
218,-0.34531,44.8641538462,9,2.25517,0
219,-1.2765,531.858912,3,-0.85143,1
220,0.50486,46.1178302,9,1.77117,1
221,0.52856,45.82444764,43,1.8773,1
222,0.2776,63.8170555556,37,0.72984,1
223,-1.28233,512.023749,13,-0.83057,0
224,-1.30956,32.9185944286,43,1.73809,1
225,0.5381,67.3684334545,9,4.29323,1
226,1.75185,52.4511230769,18,3.2192,1
227,-0.6973,54.1244776316,36,3.27811,1
228,-1.29381,492.387444,31,-0.78954,1
229,-1.27378,31.08238,55,1.74498,1
230,1.31923,61.4597485714,9,4.65433,1
231,-1.27519,471.200952,39,-0.85609,0
232,0.80878,67.5089152,36,2.3288,1
233,-1.26602,469.446669,12,-0.88888,0
234,-1.29325,479.141136,56,-0.79154,1
235,-1.30029,462.447367,45,-0.76638,1
236,0.52554,56.1153401364,10,4.1907,0
237,-0.42495,53.4793222857,5,2.81375,0
238,-1.60121,36.4945,46,2.01273,0
239,-1.28028,450.267384,41,-0.83788,0
240,-0.94829,45.8371262727,7,0.37258,0
241,-1.28513,438.17679,24,-0.82055,0
242,0.71723,76.328109,40,1.58907,1
243,1.40927,48.4303708571,36,3.58682,1
244,0.2164,36.0155555556,22,2.3807,1
245,-0.44678,50.025578,40,2.92638,1
246,-0.07722,31.7827658462,9,1.78949,0
247,0.90631,52.25755,1,4.06166,0
248,-0.99362,49.585155,32,1.01841,0
249,-0.1404,57.1395673636,12,2.02677,0
250,-0.09857,27.3952631579,38,4.54916,0
251,1.58205,32.8610842105,22,4.05672,1
252,0.55764,42.9269791364,17,4.45274,1
253,0.1515,30.86979,55,3.93629,1
254,-0.02828,25.70648535,29,3.53912,0
255,-0.455,22.4054395,11,0.98505,1
256,0.7208,34.7701447619,14,1.93697,0
257,-1.45952,37.48208385,51,2.59832,0
258,-0.24384,42.1704269412,16,3.97341,1
259,0.81702,44.6627108571,22,1.89307,1
260,-1.49416,40.1377449333,27,1.20534,0
261,-2.82111,26.0062486957,29,-0.34541,1
262,-0.9222,69.725033,32,2.0495,0
263,0.73541,63.1488529333,5,1.50639,0
264,-0.12937,49.5579131,29,4.08738,1
265,2.17089,31.6381297333,31,4.70191,1
266,-0.57854,49.09284,43,1.36462,1
267,1.27557,27.9991171429,18,3.86255,1
268,0.02038,33.2014658,10,2.59868,0
269,1.20948,45.9233741176,12,4.5823,0
270,-1.02255,43.6460032,37,1.23028,1
271,-0.32317,28.5718529412,21,1.51299,1
272,-1.14536,19.51397734,20,1.49987,0
273,-0.77839,32.5325616,6,1.89106,1
274,-1.30038,317.921872,54,-0.766051,1
275,-0.21031,27.5851556333,6,3.51777,1
276,0.51331,31.6555095652,35,2.79092,1
277,0.38989,36.572016,37,2.11649,1
278,-1.28077,300.8166435,27,-0.83616,0
279,0.31778,41.6630661857,32,0.22702,0
280,1.28248,49.1355222105,9,3.35201,1
281,4.94996,1253.298501,25,5.80026,1
282,6.27545,41.2411568,39,11.04457,0
283,4.95458,1142.73306,26,5.78374,0
284,-0.000509999999991,22.59189,51,2.4353,0
285,-1.06142,19.1113614,10,1.79039,0
286,4.95013,1105.9634425,53,5.79962,1
287,-1.28621,268.98738,38,-0.81668,0
288,-1.28303,266.014766,46,-0.82806,0
289,4.95237,1140.1222042,37,5.79161,0
290,4.95267,1050.501315,6,5.79053,1
291,1.79428,23.3394673421,36,1.8903,0
292,-0.14208,17.5145553,8,1.16637,1
293,0.74426,21.7511132143,29,2.86177,1
294,0.79116,34.7616926571,43,1.80661,1
295,-0.5705,61.1175323077,29,0.74574,1
296,-1.60696,28.4187969789,25,3.97984,1
297,-0.6365,44.7830301842,37,1.75661,1
298,0.64554,22.3639455471,35,1.5389,1
299,4.94831,783.9130748,48,5.80614,1
300,-1.28924,238.3091055,33,-0.80585,0
301,4.95583,877.9841658,35,5.77926,0
302,-0.000450000000001,21.1064496364,37,2.19342,1
303,1.13942,28.6639169333,15,4.93215,0
304,4.95159,830.4064014,9,5.79442,0
305,2.33206,28.1669633333,15,4.33373,0
306,-0.01357,26.5539884211,55,2.7723,0
307,-0.90569,15.9604380667,42,1.83274,0
308,0.39849,135.655817891,36,3.21442,1
309,1.21104,19.1692153333,55,2.31107,1
310,0.98666,33.5099188308,36,1.51434,1
311,-0.52399,50.35424,35,0.23695,1
312,-0.89958,131.06417256,37,0.67074,1
313,-1.25131,115.88104736,25,0.35664,1
314,4.94722,663.660552,43,5.81006,1
315,4.95579,620.0621708,10,5.77938,1
316,-1.77458,315.087336833,36,-1.00127,1
317,0.656,19.2997915824,21,1.55767,1
318,4.94648,551.0785744,4,5.8127,1
319,0.2917,32.1354186733,36,0.01054,1
320,-1.28276,199.3452542,14,-0.82903,0
321,0.80628,17.6439266667,10,3.80492,0
322,0.60161,18.8971357143,20,4.21319,0
323,0.59919,24.7503596308,9,3.16788,1
324,0.8652,17.5988888889,16,3.76734,0
325,4.95454,574.3649538,42,5.78387,0
326,4.95927,573.3783575,51,5.76697,0
327,-1.37865,15.2361922222,1,-2.12502,0
328,1.75452,24.8426392821,21,1.43676,1
329,-0.8393,20.2993233333,37,2.73419,0
330,4.94224,487.9596875,49,5.82785,1
331,1.51639,34.0348148171,36,2.51708,1
332,0.22269,20.7634373333,21,1.02744,1
333,-0.59787,20.4797842105,47,2.14172,1
334,4.95037,526.1854547,18,5.79876,1
335,4.95501,510.5316125,21,5.7822,1
336,4.94902,505.6482768,16,5.80361,1
337,0.7187,16.4300785714,45,1.18674,1
338,4.94501,487.1303346,47,5.81792,1
339,1.35148,14.6686211538,38,3.07154,0
340,0.42398,51.8668028,36,4.07699,1
341,-0.30975,81.2597674778,26,1.24957,0
342,0.31248,13.1334164,53,2.54544,1
343,0.5942,14.9215108865,36,1.64248,1
344,-1.12547,121.130832,48,1.04386,1
345,-0.59477,13.8237784563,48,2.56581,1
346,4.96361,404.037612,32,5.75145,0
347,-0.02929,23.4093344692,21,3.92325,1
348,0.7699,13.8149944444,29,3.07323,0
349,-0.26447,13.962343125,12,0.29141,0
350,4.95542,374.838474,11,5.78072,1
351,1.76277,20.3325133795,42,1.44693,0
352,1.0593,15.4057801081,47,-0.01173,1
353,-1.6748,73.24767072,26,-0.13877,0
354,0.78294,14.8263261529,47,1.78557,1
355,4.9297,356.4799444,30,5.87269,1
356,0.03139,15.3935397265,25,1.05267,1
357,-1.03257,72.0575622,53,0.57259,1
358,0.55522,15.3945578571,16,0.70431,1
359,0.87527,14.9601818514,35,-0.24741,1
360,0.94019,13.2216288192,51,2.52021,0
361,-1.83198,206.126345,36,-0.73611,0
362,-0.35903,16.0524512,51,0.90802,1
363,-1.63661,71.69639712,9,-0.05411,0
364,-1.80792,97.85046388,21,0.22454,1
365,4.96553,310.6304925,44,5.74457,0
366,-1.48491,66.4626745,6,0.08069,1
367,4.94362,297.4181496,22,5.8229,1
368,4.94505,297.4181496,17,5.8178,1
369,3.00177,10.5035469818,8,3.16085,1
370,-2.33086,26.6227514261,36,1.7374,1
371,-0.27701,9.97488096429,9,1.85444,0
372,4.95443,290.8419358,15,5.78425,0
373,0.07032,18.2157117217,13,1.93176,0
374,-1.73829,80.29313864,32,0.11826,0
375,-1.63254,88.2678636,51,0.31278,1
376,0.46932,15.2195422222,6,2.40455,1
377,-0.58187,90.39114504,55,0.041,0
378,1.14342,13.1171747903,22,3.09922,1
379,-1.44077,59.7223553,35,0.07577,1
380,1.26598,11.4931775862,49,3.14846,1
381,0.43067,12.0157221524,36,2.63627,1
382,1.35153,13.294608,49,0.6817,1
383,1.25593,12.9253133333,41,0.5346,0
384,4.96322,251.847622,28,5.75281,0
385,-0.21733,9.15161317241,35,1.73648,1
386,-2.127,66.8615783,4,0.07986,1
387,1.09481,30.03100723,36,2.49783,1
388,4.94277,237.2238232,23,5.82595,1
389,-1.99672,71.9232264,16,0.15814,0
390,4.95392,236.3144883,39,5.78607,0
391,-2.13711,64.18158656,30,0.41281,1
392,1.44756,11.9159592593,43,3.76953,1
393,0.52911,12.4276058667,48,0.23904,1
394,-0.59879,101.5517406,47,0.15017,1
395,-1.83607,66.68990568,43,0.35566,1
396,-0.57861,104.70727782,37,0.01992,0
397,4.94762,216.4568769,19,5.80859,1
398,2.94913,11.1297826881,9,2.29715,0
399,0.60408,14.7277687385,4,-0.54001,1
400,-0.01383,8.446728,47,1.96622,1
401,2.80453,11.0479303238,51,2.12421,0
402,-1.92205,57.64267132,49,0.37142,1
403,0.88872,11.4701668667,47,3.87723,1
404,0.1214,10.4094933333,29,3.28188,1
405,-1.5862,24.3205011579,36,1.20577,1
406,-1.87463,142.75200912,36,-0.48673,1
407,1.0004,39.8803980462,21,4.05336,1
408,0.47432,68.248444,16,0.92028,0
409,1.43027,10.5800931429,29,2.80312,1
410,-0.46015,22.5362252818,36,3.29195,1
411,0.03263,13.7335831437,16,2.46501,0
412,2.95681,10.242821181,55,2.30632,0
413,-0.57139,108.04836385,21,-0.02667,1
414,-0.12293,16.0705786667,9,2.92164,0
415,2.1788,17.5209389673,25,1.95387,1
416,-1.97931,71.27065504,22,0.62869,1
417,-2.90152,52.52754408,47,-0.66483,0
418,0.41431,13.4053348412,3,2.24101,1
419,-1.5545,47.97044304,15,0.48965,0
420,-0.58076,117.88346016,9,0.03379,0
421,-2.05829,39.788821,18,-0.45684,1
422,-1.41814,46.78319752,11,0.6058,1
423,3.02107,15.8418566818,24,4.88833,0
424,4.9631,164.8176918,12,5.75328,0
425,1.18697,15.6398942,36,2.36082,1
426,2.173,9.313029312,9,2.2409,0
427,-0.59276,103.42048665,43,0.11124,1
428,-1.49307,134.9336091,36,-0.31126,0
429,-0.56914,114.92209789,35,-0.04124,1
430,-0.55971,100.391886,51,-0.10211,0
431,-0.0803,8.94346701333,15,1.35151,0
432,-2.65319,41.66020544,10,-0.63687,0
433,4.95605,146.289234,2,5.77847,0
434,1.21734,8.52286363636,55,2.46595,1
435,-0.64422,7.76664657241,30,3.44643,1
436,0.59717,7.122346,36,2.44775,1
437,-1.56869,51.04802796,39,0.79784,0
438,-1.21252,49.371056,44,0.88197,0
439,2.61241,12.0127238,38,3.9038,0
440,4.96819,133.1118332,0,5.73508,0
441,4.94739,131.4837546,8,5.80945,1
442,-1.92014,98.65558645,36,-0.23558,1
443,6.40589,11.5685521739,20,10.66431,0
444,-1.82473,35.50967092,42,0.21725,0
445,4.94883,119.4181624,41,5.80427,0
446,-1.3022,43.20307878,12,0.84933,0
447,2.37214,8.74599166667,30,2.13156,1
448,-1.59216,41.72022446,23,1.03587,1
449,1.8398,10.729257931,18,3.45074,1
450,1.05326,34.0308755357,36,3.63618,1
451,1.80592,11.1695034615,9,1.45974,0
452,4.95118,114.0408416,55,5.79587,1
453,4.95434,106.076397,7,5.7846,0
454,-2.58282,37.32849148,2,-0.26615,0
455,-2.05925,35.7412176,17,0.51531,1
456,1.2088,222.29189385,36,1.73125,1
457,0.07371,46.6618181474,37,1.70263,1
458,-2.43408,6.77448827586,5,0.18884,1
459,0.24892,71.5174395833,35,1.56562,1
460,0.25868,71.5174395833,51,1.51527,1
461,0.23912,71.5174395833,37,1.61621,0
462,0.2369,71.5174395833,9,1.62769,0
463,-1.95963,79.0033612857,36,-0.01335,1
464,0.29468,6.366531875,28,1.76427,0
465,2.29416,11.8066088,37,4.17819,1
466,4.94398,91.6328803,24,5.82161,0
467,1.26672,7.11734548462,56,1.86559,1
468,-0.1873,14.053047,51,0.50575,1
469,-2.96084,28.98091872,19,-0.44665,0
470,1.42524,5.65658713333,11,2.73372,1
471,1.55545,8.38563705,37,1.39057,1
472,0.78192,6.86850595238,4,1.14496,1
473,1.21648,9.421075125,51,3.28323,1
474,1.51798,8.10262671667,35,1.31003,1
475,1.335,7.159908264,37,0.22797,0
476,1.39995,6.89491067273,29,3.34218,1
477,0.4819,17.940065856,35,1.66836,1
478,-1.72777,25.71654528,7,0.62911,0
479,1.90472,8.09913217209,51,3.3013,0
480,-1.40602,24.91414728,28,0.74246,0
481,1.56395,7.21788461333,9,1.40883,0
482,4.94679,69.9990165,13,5.81158,0
483,3.20001,18.9340414895,19,1.8012,0
484,0.53769,10.77225,55,0.65258,0
485,-2.27293,25.01634462,55,0.15785,0
486,-1.97068,60.0866212875,36,0.17988,1
487,0.28488,20.0347453125,20,2.23303,0
488,1.63735,6.377934,32,2.24555,0
489,1.48069,7.15398463,51,1.22988,1
490,3.07161,5.24588898462,35,3.70831,1
491,1.83416,5.1241097561,37,2.37077,0
492,0.41709,4.85105671296,32,2.72553,0
493,3.31808,9.7261255814,36,5.056,1
494,0.67461,3.80121479318,32,1.51036,0
495,2.82428,5.09234758,17,3.55942,0
496,0.60185,10.46412045,51,1.46046,1
497,1.24505,3.93430571429,29,2.16068,1
498,1.33943,5.12324625,35,1.93927,1
499,-0.17635,12.288312,9,0.69283,1
500,-0.18122,12.288312,21,0.6096,1
501,0.70179,11.1516193853,36,1.63988,1
502,0.52805,8.65965214286,37,0.62412,0
503,0.26596,4.47578222222,27,0.45567,0
504,1.85408,6.56248489796,36,0.73389,0
505,-0.94624,23.3535961714,20,1.45146,0
506,-0.51373,78.006432,36,1.0717,1
507,-1.96822,50.9931088333,36,0.35381,1
508,0.87299,3.66824372093,37,1.73302,1
509,0.2459,32.37587122,55,1.96085,1
510,0.72857,4.68368156667,16,3.11706,0
511,2.20235,5.45181737838,29,2.73172,1
512,1.61259,13.1799876923,36,2.47908,1
513,2.18297,6.70049649123,23,1.33534,1
514,0.7425,6.16677792,35,3.73801,1
515,0.74062,13.7824518519,37,4.25571,0
516,2.20889,4.72513404255,53,3.67383,1
517,1.84008,4.94396,26,0.79119,0
518,1.9374,10.15652574,36,1.0338,1
519,1.1489,3.07507545833,17,2.0718,0
520,-2.28095,15.00496584,56,0.50874,1
521,2.88816,7.0860986037,17,3.90862,0
522,-2.42873,14.1586676,41,0.05713,0
523,4.94835,43.335648,27,5.80599,0
524,1.53186,10.429645186,36,3.08804,1
525,0.91251,9.87214377059,40,3.17639,1
526,1.8903,8.894329754,28,0.07719,0
527,1.81015,4.3566477551,7,0.70457,0
528,1.61908,4.3566477551,32,0.47157,0
529,0.91876,8.78905835294,5,2.99672,0
530,2.2229,5.43814238537,32,1.12753,0
531,1.88395,5.37149494318,43,2.62005,1
532,2.06957,5.49379894737,18,2.8236,1
533,2.09209,38.5424973371,19,1.6206,0
534,-0.52479,59.0109778571,36,1.26494,1
535,2.18574,6.229344425,37,3.64782,0
536,1.54717,171.101844,36,0.12907,1
537,2.1425,10.2918357297,36,1.25965,1
538,0.91546,17.6590344706,56,3.09138,1
539,4.02749,4.0864742225,51,5.59344,1
540,2.0623,4.70647438596,48,1.17973,1
541,4.95262,35.7517281,3,5.79073,1
542,4.94609,35.7517281,46,5.8141,0
543,0.97092,3.87919933333,19,1.46037,0
544,-0.82316,4.42715375645,17,-0.1528,1
545,1.10232,4.52152366111,29,3.58687,0
546,2.57984,5.11951726829,47,1.56071,1
547,-2.75282,10.60928136,29,0.13906,1
548,-2.9745,10.50335488,13,-0.44072,0
549,2.00219,3.94377061224,47,0.93876,0
550,2.5792,4.80351485854,17,1.55995,0
551,3.24984,4.39648207,21,2.69017,1
552,2.49101,5.65302882353,18,3.69494,1
553,2.38807,5.14869788537,21,1.32798,1
554,-1.22088,10.29247884,0,0.81133,0
555,2.92951,3.426682,35,2.68616,1
556,1.48977,109.602378333,36,0.39422,1
557,2.23202,6.02936194,6,3.05566,1
558,2.62013,3.56717207547,28,1.84506,0
559,4.93858,30.257501,34,5.84095,1
560,1.74374,5.18749833333,43,0.55558,1
561,4.93587,30.4021088,56,5.85061,1
562,1.986,4.31666196923,48,5.55844,1
563,0.80699,13.7037305,47,1.85954,0
564,3.44633,3.24068470833,25,3.62968,1
565,1.71296,2.67650666667,33,4.11424,0
566,0.19931,7.2970569697,55,2.581,0
567,0.37995,4.71737882353,37,0.96337,1
568,-0.9128,4.77243476515,42,-0.17939,0
569,-1.52703,8.6544497,27,0.97012,0
570,3.60255,3.13900951042,49,3.8183,1
571,4.93531,27.1151699,31,5.85262,1
572,1.04716,2.46021914286,55,1.9509,0
573,1.64171,5.02079439024,6,0.4345,1
574,-5.42576,8.25924138,8,-2.90596,1
575,4.93988,25.5898984,33,5.8363,0
576,-0.52232,42.3941925,36,1.43887,1
577,0.68236,3.34023103333,55,3.05898,0
578,1.93149,7.2929773641,47,1.65472,1
579,1.83756,2.25183159091,47,4.00965,1
580,4.94636,23.605722,14,5.81313,0
581,2.1373,4.05533526852,37,2.97255,0
582,2.34533,2.93343368421,31,1.54472,1
583,0.97191,2.57235069767,9,2.82773,0
584,0.88793,2.57235069767,35,2.72742,1
585,0.97998,2.57235069767,55,2.83736,0
586,0.8198,2.57235069767,51,2.64606,1
587,4.9429,22.635444,38,5.82547,0
588,1.215,12.3352904222,21,4.38382,1
589,4.93151,22.1558814,29,5.8662,0
590,1.80805,5.02807015385,35,3.13855,1
591,2.05337,3.4537384127,53,1.31072,1
592,1.44712,68.80523925,36,0.6436,1
593,1.3513,4.16904891,9,0.24802,0
594,1.05444,4.68218608696,37,1.58428,1
595,2.23726,3.27747272143,56,3.88603,1
596,-0.59941,6.69825922381,37,1.81316,1
597,3.46532,2.65944891667,16,3.6526,0
598,1.18021,2.00413845385,5,1.75685,0
599,2.88254,2.56027776078,26,3.86355,0
600,2.69416,2.99035384615,27,3.96814,0
601,-0.94891,3.31320011538,16,-0.16892,0
602,-1.5247,31.257133175,54,0.43164,1
603,-1.48599,28.7204512,38,0.2499,0
604,2.07547,2.58892189,51,2.33287,1
605,4.92875,18.9063192,54,5.87611,1
606,4.10452,6.11644642045,25,1.95924,1
607,-0.51466,33.4505127778,36,1.59147,1
608,1.08974,4.80244315152,16,0.33267,0
609,-1.756,5.8455443,3,0.64105,1
