,clinton_adjusted,polling_weight,state,trump_adjusted,trump_clinton_win
5091,5.37274,0.200453182609,16,8.32472,0
5092,7.0237,0.0127512,31,8.20946,1
5093,1.47755,0.165831336364,36,4.76156,1
5094,7.51717,0.0141341904762,54,8.56296,1
5095,3.47142,0.0491231534247,40,4.84661,1
5096,5.38304,0.186001,47,8.43409,1
5097,2.12945,0.356080359016,43,4.94669,0
5098,0.22231,0.0552058992366,17,1.99852,1
5099,1.71087,0.230530723077,36,2.21882,1
5100,5.35733,0.187539191304,21,8.16112,0
5101,0.39455,1.48617984375,36,-1.3942,1
5102,5.36925,0.203293413043,18,8.28768,1
5103,-0.9527,0.0354272325,29,-0.11398,1
5104,-0.19447,0.036423725,0,0.39244,0
5105,1.52036,0.405925862069,36,2.73837,0
5106,0.90988,0.0372920285714,9,2.4925,1
5107,-0.56304,0.123504727273,51,0.05127,1
5108,0.58686,0.0618460370861,48,1.51064,1
5109,-0.28204,0.0565905454545,6,1.93639,1
5110,5.35853,0.197780869565,42,8.17385,1
5111,-1.5154,0.034411405,13,-0.78157,0
5112,1.99121,0.648496686885,26,4.67773,0
5113,1.80191,0.16314475,42,1.44682,0
5114,6.18463,0.0823938206897,23,8.3085,1
5115,-0.00844,0.027794385,27,0.71465,0
5116,-0.37117,0.02198954,3,0.3226,1
5117,5.35531,0.209241073913,10,8.13956,0
5118,-3.94006,0.0251055925,8,-3.21034,1
5119,4.26658,0.0668073394495,36,6.30324,1
5120,1.74826,0.1995615,36,2.25401,1
5121,2.07462,0.167420721311,53,4.84,1
5122,-0.21109,0.058348815,39,0.39453,0
5123,-2.61372,0.370352568,36,-2.41972,1
5124,6.06478,0.113986224138,11,7.98324,1
5125,-0.51667,0.0442247325,56,0.29211,1
5126,5.37738,0.229331895652,43,8.37399,1
5127,-0.08453,0.834204171429,36,4.24859,1
5128,6.16302,0.100369034483,17,8.24986,1
5129,3.36257,0.019265890625,48,5.85876,1
5130,6.88726,0.028791175,24,8.00703,0
5131,0.41895,1.21220968235,36,-1.41597,1
5132,2.7109,0.05983389375,42,3.96445,0
5133,6.17654,0.104601951724,22,8.28653,1
5134,2.30616,0.0665820054795,36,4.36358,1
5135,1.7549,0.188232304878,36,2.3008,1
5136,7.18699,0.00963414285714,14,8.12464,0
5137,7.3085,0.00976995,33,8.28593,0
5138,5.35522,0.208635086957,35,8.13863,1
5139,3.39808,0.0308495238095,17,5.3218,1
5140,0.95984,0.0484095855422,37,3.33544,0
5141,1.76814,0.173199404762,36,2.3542,1
5142,1.87608,0.0181789265625,48,4.37226,1
5143,5.98722,0.132345951724,32,7.7728,0
5144,6.84315,0.0256156,13,7.94159,0
5145,7.51546,0.00761738095238,45,8.56068,1
5146,6.30846,0.102149275862,30,8.64451,1
5147,-0.04346,0.0414489662338,25,1.25393,1
5148,-2.53465,0.305024038462,36,-2.47301,1
5149,-0.06814,0.69056562,36,4.35955,1
5150,-2.16581,0.0307603058824,36,3.38838,1
5151,-0.25559,0.277264905882,36,2.1364,1
5152,2.17075,0.245196157377,47,5.02705,0
5153,1.91858,0.06834,6,2.25571,1
5154,-0.17281,0.0570907957447,39,0.81526,0
5155,-0.17519,0.0667735875,11,0.42129,1
5156,-0.35108,0.0429492,7,0.33093,0
5157,2.66755,0.05714725,36,2.4567,1
5158,-1.39076,0.05594915,10,-0.79655,0
5159,-0.99275,0.0256453275,41,-0.27297,0
5160,1.54359,0.0282810363636,9,6.2086,1
5161,0.45533,0.964447555556,36,-1.43852,1
5162,0.44072,0.0444242647059,36,1.63354,1
5163,1.46799,0.0279016363636,21,6.08122,1
5164,1.57051,0.0279016363636,18,6.25397,1
5165,7.08346,0.00650855833333,29,8.29813,1
5166,1.37365,0.0272231659091,51,5.92228,1
5167,1.44977,0.0270732287879,35,6.05052,1
5168,1.52625,0.0266989939394,37,6.17939,1
5169,1.09144,0.339075,36,2.84962,0
5170,5.96902,0.0723331241379,44,7.7234,0
5171,0.0642,0.0438493506494,25,1.84331,1
5172,1.77787,0.151515,36,2.40253,0
5173,5.37456,0.157646426087,48,8.34406,1
5174,5.36612,0.202542495652,9,8.25445,0
5175,1.16415,0.0311851192593,36,3.30199,1
5176,3.57922,0.0525333333333,36,6.79356,1
5177,-2.45321,0.269826688889,36,-2.52492,0
5178,-0.41629,0.0547354125,22,0.25222,1
5179,2.66319,0.20530584,36,4.06866,1
5180,7.39404,0.00831081428571,31,8.3995,1
5181,-0.74515,0.0863318181818,35,0.2763,1
5182,-1.52935,0.044408235,19,-0.80127,0
5183,0.3514,0.0570058650794,9,0.94889,1
5184,-0.54019,0.0484997,17,0.20558,0
5185,6.75155,0.037184991453,39,9.04791,0
5186,-0.03036,0.57376425,36,4.43261,1
5187,1.90313,0.233997481967,51,4.50634,0
5188,-0.29469,0.0623598525,15,0.30783,0
5189,3.40434,0.0640208369863,56,4.71089,1
5190,6.83377,0.0298921666667,8,7.92768,1
5191,-0.53267,0.04931757,42,0.0692,0
5192,7.06953,0.0111973333333,3,7.9687,1
5193,6.811,0.031546225,41,7.89388,0
5194,2.09559,0.181353570492,16,4.88081,0
5195,3.09037,0.245005221053,36,3.9284,0
5196,0.51826,0.819014889474,36,-1.47738,1
5197,0.03353,0.0588753,23,0.79496,1
5198,-2.36975,0.2430155,36,-2.58669,0
5199,1.80486,0.131929684091,36,2.42588,0
5200,0.98841,0.0261612463636,36,2.59164,1
5201,2.12177,0.0642191901639,19,4.93174,0
5202,1.90489,0.0621945,48,2.98587,1
5203,1.35543,0.0324456140351,37,2.63298,0
5204,-1.30472,0.0599840909091,18,-0.22717,0
5205,2.71725,0.0383533980392,36,3.58901,1
5206,4.16727,0.063716875,36,5.47932,0
5207,3.04026,0.0388864274336,36,6.69964,1
5208,-0.91121,0.0385287,55,-0.20755,0
5209,5.36333,0.232064456522,6,8.22475,1
5210,7.48563,0.00955487755102,34,8.66075,1
5211,1.83412,0.131151686667,36,2.44864,1
5212,6.10285,3.90265027586,36,8.08656,1
5213,-0.57398,0.05935776,26,-0.04522,0
5214,6.10492,0.0211613793103,55,8.0922,1
5215,-0.85694,0.0860767545455,9,0.20811,1
5216,2.07014,0.202371809836,18,4.83129,0
5217,7.19206,0.00896053571429,46,8.13137,0
5218,7.68251,0.0074696877551,54,8.9336,1
5219,0.01451,0.484557088235,36,4.47721,1
5220,6.50656,0.0238869777778,0,7.44221,0
5221,-0.91271,0.0186485106383,29,0.29446,1
5222,-0.35177,0.012148893617,3,0.64901,1
5223,6.18965,0.0971695034483,49,8.3221,1
5224,0.01512,0.0153818765957,27,1.05767,0
5225,3.12469,0.0763297714286,36,5.00519,1
5226,2.43235,0.0262510638298,36,3.32936,1
5227,-3.91556,0.01479,8,-2.86356,0
5228,2.37679,0.0376301169231,43,3.32947,1
5229,-1.35904,0.04088746,2,-0.68881,0
5230,-0.33076,0.05269407,49,0.34621,1
5231,7.25169,0.0065504,38,8.21053,0
5232,-1.49031,0.0183504340426,13,-0.43249,0
5233,1.94761,0.0228377625806,32,3.44423,0
5234,0.1851,0.0653556,53,0.73784,1
5235,-0.35605,0.051934725,6,0.18296,1
5236,-2.00711,0.0117173787234,24,-0.92188,0
5237,-2.28612,0.213857068966,36,-2.64153,0
5238,1.99053,0.0242052979592,6,4.19289,1
5239,-0.72441,0.061902525,4,-0.07331,1
5240,-0.34801,0.06176206,30,0.40553,1
5241,-0.36007,0.0522991404255,22,0.7287,1
5242,2.26576,0.0215189189873,48,5.03223,1
5243,1.53424,0.0339921842105,21,2.20415,0
5244,6.02835,0.121778193103,51,7.88441,0
5245,-0.11356,0.102195178788,37,0.94343,1
5246,3.73869,0.0252735126214,19,3.46582,0
5247,5.35844,0.199126547826,26,8.17285,0
5248,1.85232,0.1171149,36,2.50899,1
5249,0.57114,0.67541562,36,-1.51357,1
5250,6.06872,0.102917413793,21,7.99394,1
5251,5.3641,0.183903643478,37,8.23304,0
5252,-0.34571,0.0200035746032,29,1.48164,1
5253,-0.19024,0.0173680957447,0,0.65839,0
5254,2.04729,0.195877701639,9,4.78685,0
5255,2.03395,0.0261245796296,13,3.46151,0
5256,6.77404,0.0224832722222,55,7.83905,0
5257,2.59741,0.0472714568807,9,3.01516,1
5258,7.45961,0.00670370408163,33,8.62468,0
5259,0.19822,0.0242999908397,16,1.91719,0
5260,6.72444,0.0167479861111,7,7.76546,0
5261,5.37033,0.245131417391,25,8.29909,1
5262,3.08821,0.0368767185185,36,3.33349,1
5263,-0.10792,0.04209183,12,0.51394,0
5264,1.86882,0.111882638298,36,2.55329,1
5265,7.23144,0.0171985,24,8.18364,1
5266,6.11259,0.101930151724,18,8.11299,1
5267,5.36987,0.17102826087,53,8.2942,1
5268,7.32983,0.00577774285714,14,8.44483,0
5269,7.62706,0.00687520408163,29,8.85675,0
5270,6.83001,0.0312872,19,7.92208,1
5271,-2.19171,0.191293666667,36,-2.70942,0
5272,0.0569,0.405701711111,36,4.52369,1
5273,6.14952,0.0884638965517,4,8.21322,1
5274,6.16334,0.0848621793103,47,8.25071,1
5275,7.68068,0.00473549591837,45,8.93106,1
5276,6.12543,0.0864926172414,16,8.14783,1
5277,-0.69654,0.0697519333333,16,-0.01538,0
5278,6.58663,0.0264457194444,12,7.561,0
5279,0.62554,0.588254114286,36,-1.55074,1
5280,7.55098,0.00631278367347,31,8.75132,1
5281,1.8867,0.10304035,36,2.58885,1
5282,7.14958,0.00827419047619,27,8.07497,0
5283,1.8763,0.0185129645669,22,4.47855,1
5284,-0.44096,0.055694195,43,0.20562,0
5285,6.73091,0.0375786666667,39,7.77506,0
5286,-1.4601,0.0412749375,47,-0.80009,0
5287,6.77776,0.0246562285714,0,7.58137,0
5288,7.38353,0.00590716428571,56,8.38555,0
5289,6.9064,0.0339702083333,23,8.03543,1
5290,6.07313,0.0877185310345,42,8.00591,1
5291,-0.93216,0.06559054,18,-0.30486,1
5292,7.20435,0.0087217877551,3,8.27093,1
5293,0.89086,0.270391304348,36,2.87967,1
5294,-0.96966,0.0152659574468,41,0.06817,0
5295,-2.10319,0.169592206452,36,-2.77953,0
5296,0.68723,0.539264868182,36,-1.59465,1
5297,1.82876,0.0584280295082,28,4.36164,0
5298,0.11371,0.3436706,36,4.53434,1
5299,-0.28815,0.0265049404255,28,0.60897,0
5300,7.53976,0.0071172244898,56,8.73577,1
5301,6.69745,0.0179155111111,2,7.72542,0
5302,1.89714,0.0931930040816,36,2.64544,1
5303,-0.33335,0.0239558468085,7,0.65069,0
5304,2.484,0.03128,36,4.0342,1
5305,7.17888,0.0133426285714,13,8.11386,0
5306,-2.0619,0.0326765377778,36,3.50197,0
5307,6.72291,0.0482475444444,15,7.76319,0
5308,-0.48094,0.0175217425532,56,0.68361,1
5309,1.9677,0.181096609836,35,4.63198,1
5310,7.03741,0.0164526571429,7,7.92605,1
5311,2.54965,0.0935707317073,36,2.43543,0
5312,6.58459,0.0336456388889,28,7.55797,0
5313,7.33286,0.0037946,34,8.31828,1
5314,-0.05551,0.0668287125,25,0.4982,1
5315,1.25607,0.0185885,32,2.86616,0
5316,6.06092,0.107661931034,35,7.97279,0
5317,-2.24756,0.0178076926829,36,3.73509,0
5318,1.82159,0.123680537705,32,4.34769,0
5319,2.58084,0.0298362903226,55,3.85477,0
5320,7.09651,0.0207505809524,55,8.00452,0
5321,2.83149,0.0168961832061,51,4.23095,1
5322,7.1677,0.0187832571429,8,8.09903,0
5323,-1.36883,0.0288861957447,10,-0.55957,0
5324,6.06124,0.0773356137931,10,7.97366,1
5325,6.87052,0.0361668166667,17,7.98219,1
5326,6.13213,0.0868974103448,48,8.16602,1
5327,1.27621,0.00802253731343,16,4.32483,0
5328,1.24621,0.00802253731343,18,4.27428,1
5329,1.31612,0.00802253731343,43,4.39208,1
5330,1.91425,0.08020125,36,2.70825,0
5331,1.74554,0.107584848485,36,2.66279,1
5332,0.18119,0.28907616,36,4.54287,1
5333,-2.01951,0.1353708125,36,-2.84357,0
5334,-0.51341,0.026135006383,17,0.56142,0
5335,6.54836,0.0353128194444,44,7.50421,0
5336,-1.50508,0.0229955170213,19,-0.45543,0
5337,0.7598,0.439660530435,36,-1.64075,0
5338,7.33524,0.00584124489796,46,8.45232,0
5339,-0.70521,0.005404308,3,1.67726,1
5340,7.7765,0.00398821428571,45,9.39455,1
5341,0.53199,0.3480710625,36,4.50565,1
5342,7.54725,0.005124,33,9.04859,0
5343,6.1425,0.0810709793103,43,8.19417,1
5344,0.06253,0.0328106553191,23,1.15966,1
5345,0.02187,0.0120467857143,56,3.0615,1
5346,1.98316,0.136055580328,21,4.66206,1
5347,-0.06439,0.00489926470588,29,1.43001,1
5348,6.09365,0.145152241379,37,8.0616,0
5349,-0.54937,0.0306665744681,21,0.12804,1
5350,1.9243,0.0728332,36,2.76961,0
5351,-1.46085,5.09319135,36,1.88958,1
5352,-2.09091,0.00692106666667,24,-0.67619,0
5353,-1.92672,0.122768509091,36,-2.91686,0
5354,6.10107,0.097933437931,9,8.08173,1
5355,-0.50934,0.024077106383,42,0.31022,0
5356,-0.8904,0.0200767340426,55,0.12446,0
5357,2.04403,0.0343657341615,21,2.69416,1
5358,7.48433,0.00490752857143,38,8.95364,0
5359,7.57424,0.00512967857143,34,9.08932,1
5360,7.14056,0.0153500761905,41,8.06299,0
5361,0.27537,0.248516190476,36,4.53527,1
5362,6.89296,0.0306988972222,22,8.01548,1
5363,2.97975,0.0444667480519,36,5.2402,1
5364,0.79803,0.00925010878378,19,4.74105,1
5365,-0.72562,0.00815417197452,29,-0.17475,0
5366,-0.29367,0.030921787234,49,0.62684,1
5367,7.11202,0.0349579416667,30,8.34049,1
5368,3.34152,0.112061280435,36,4.13496,1
5369,1.85891,0.142677272727,36,2.61752,1
5370,7.41266,0.00385636071429,14,8.84549,0
5371,6.70736,0.0303348861111,11,7.74012,1
5372,7.63037,0.00633616071429,56,9.17402,1
5373,7.28986,0.00594406122449,27,8.38943,0
5374,3.45765,0.015424,38,5.08522,0
5375,-0.27124,0.0267162978723,15,0.54919,0
5376,2.03259,0.164991234426,37,4.75822,0
5377,-0.06797,0.00776663148148,27,1.29146,0
5378,-0.15285,0.0234665361702,11,0.65946,1
5379,-1.57365,0.00936004074074,13,-0.19444,0
5380,-0.99854,0.00917397777778,29,0.57414,1
5381,1.93862,0.0637452346154,36,2.82543,0
5382,-0.69206,0.0344868255319,4,0.19368,1
5383,7.28254,0.00662267142857,3,8.64914,1
5384,1.16695,0.039793703937,37,2.51687,1
5385,3.19574,0.0320684135593,36,6.17009,1
5386,6.87318,0.0185548833333,12,7.70804,0
5387,-1.83243,0.108842429412,36,-2.99632,0
5388,7.3773,0.0106992857143,24,8.51061,0
5389,-2.39683,0.003986,24,0.18321,0
5390,7.00524,0.0139858714286,2,7.88336,0
5391,0.83167,0.3339376,36,-1.68083,1
5392,-1.34299,0.0196290957447,2,-0.37572,0
5393,7.39893,0.00306603673469,38,8.54059,0
5394,7.7209,0.00409695,29,9.31064,1
5395,0.33957,0.018844589313,43,2.08454,1
5396,-0.43418,0.00546690555556,3,0.87117,1
5397,0.63359,0.273676064,36,4.48858,1
5398,-0.09873,0.023170493617,12,0.79966,0
5399,0.26004,0.0589657825,37,0.80069,1
5400,7.7784,0.00337755,54,9.39742,1
5401,-0.56693,0.0280964808511,26,0.11342,0
5402,6.09077,0.109802855172,6,8.0538,1
5403,0.35677,0.210673863636,36,4.5276,1
5404,0.34678,0.00527632857143,40,3.44081,1
5405,-0.44748,0.0302695319149,51,0.33328,1
5406,-1.65059,0.0282628329897,36,3.34885,1
5407,-4.29099,0.00429839333333,8,-1.78873,1
5408,7.69044,0.00378007142857,45,9.74307,1
5409,1.96531,0.122805882353,36,2.57619,1
5410,1.96174,0.0569522641509,36,2.8831,0
5411,3.40424,0.0248865671642,26,4.95898,0
5412,-0.29688,0.0288148425532,30,0.72657,1
5413,7.04512,0.0241786571429,39,7.93629,0
5414,-0.27011,0.00795523148148,0,0.83814,0
5415,-0.07634,0.0230654468085,44,0.79826,0
5416,-1.75785,0.09776064,36,-3.03363,1
5417,1.66376,0.00617910447761,29,4.97782,0
5418,-0.34666,0.0252876255319,6,0.34674,1
5419,7.32115,0.00919151020408,13,8.4328,0
5420,0.19763,0.0314802382979,53,0.90848,1
5421,6.11485,0.0930119724138,53,8.11913,1
5422,-1.42611,0.0242612446809,47,-0.5284,0
5423,2.42763,0.0207160338462,47,3.41202,1
5424,6.11654,0.136114493103,25,8.12372,1
5425,6.57858,0.032691575,32,7.54906,0
5426,3.36322,0.0223773109244,36,3.44757,1
5427,0.91472,0.28553812,36,-1.72701,0
5428,1.9829,0.054179662963,36,2.94612,1
5429,-1.05268,0.00834226666667,41,0.30066,0
5430,6.07278,0.0907482758621,26,8.00497,0
5431,-0.65322,0.0299385829787,32,0.09191,0
5432,1.35377,0.0185978571429,36,4.26323,1
5433,7.16321,0.0152479,19,8.09306,1
5434,7.25425,0.0190025690476,23,8.21392,1
5435,6.91472,0.0363474166667,49,8.04778,1
5436,2.09825,0.01947652,51,2.87715,1
5437,0.44028,0.179559913043,36,4.51954,1
5438,-0.38069,0.00425922857143,5,2.59836,0
5439,0.76261,0.0544113185714,36,1.02104,1
5440,6.87074,0.0222981714286,28,7.70481,0
5441,2.07798,0.1070784,25,4.84654,1
5442,2.27927,0.0187794302158,21,3.98306,1
5443,7.642,0.00297035357143,31,9.19159,1
5444,0.31546,0.0239437211538,36,1.39029,0
5445,-0.56311,0.03458665,21,0.53528,1
5446,0.23322,0.0197309271523,25,1.13347,1
5447,0.73257,0.2175261,36,4.47561,1
5448,-0.40944,0.0282671446809,43,0.47023,1
5449,6.77059,1.33390574444,36,7.83393,1
5450,-0.38815,0.02402496,35,0.13385,0
5451,-3.99881,0.0048599037037,8,-2.62714,0
5452,1.23877,0.0398161505376,35,2.9115,1
5453,1.99076,0.0491806690909,36,3.00348,1
5454,6.84809,0.0371261055556,4,7.94892,1
5455,1.29748,0.010426207362,48,3.87189,1
5456,-0.36883,0.0135038740741,28,0.80224,0
5457,-1.67562,0.0784101555556,36,-3.06713,1
5458,3.34175,0.0163133921739,36,4.62971,1
5459,6.87103,0.0350815833333,47,7.98296,1
5460,7.03558,0.0278380666667,15,7.92364,0
5461,0.9938,0.238499692308,36,-1.7803,1
5462,2.7076,0.048006122449,36,2.76991,0
5463,-2.59746,0.0269739721925,10,2.47108,0
5464,-0.41548,0.0115325777778,7,0.86818,0
5465,6.82757,0.02290675,44,7.64749,0
5466,4.15773,0.0292842519685,36,4.84745,1
5467,6.71391,0.0349561333333,21,7.74984,1
5468,-0.06956,0.00338794117647,55,1.12659,0
5469,0.37301,0.00338794117647,51,1.4466,0
5470,0.37183,0.00338794117647,9,1.56181,1
5471,0.44798,0.00338794117647,35,1.5737,1
5472,7.17004,0.00820785714286,7,8.22337,0
5473,0.32047,0.0137957831325,36,1.0928,1
5474,1.99204,0.0437045571429,36,3.05576,1
5475,6.89269,0.0102912,0,7.839,0
5476,7.21148,0.0205920857143,17,8.15715,0
5477,3.01939,0.0125716270677,7,4.48204,0
5478,-0.56606,0.00776615,56,0.95141,1
5479,7.30922,0.00990729183673,8,8.41626,1
5480,6.64688,0.0375019777778,51,7.65039,0
5481,6.72123,0.0337586666667,42,7.76071,1
5482,7.33827,0.00257321428571,14,9.14678,0
5483,1.12546,0.00477447761194,35,4.07083,1
5484,1.21928,0.00477447761194,9,4.22891,0
5485,1.04935,0.00477447761194,51,3.94259,1
5486,1.2283,0.00477447761194,55,4.2441,0
5487,-1.58829,0.0116026555556,19,-0.21966,0
5488,6.80808,0.0291501166667,16,7.88956,1
5489,0.04003,0.0092885625,17,1.87722,1
5490,-0.59704,0.0128171888889,17,0.80421,0
5491,0.31466,0.0396018723404,48,1.18532,1
5492,-0.57489,0.02262194,16,0.06068,0
5493,-0.47958,0.0214784075,9,0.0653,1
5494,-0.23411,0.00491296721311,27,1.6198,0
5495,1.99335,0.0400273,36,3.09083,1
5496,7.13568,0.00992498571429,2,8.17576,0
5497,-1.38657,0.0135837,10,-0.29682,0
5498,7.28022,0.00922648571429,41,8.37607,0
5499,-0.30273,0.0193521,49,0.93544,1
5500,-0.25377,0.0119590735632,15,3.61376,0
5501,-0.77662,0.0134531581522,27,1.94518,0
5502,1.07524,0.186979211111,36,-1.83221,0
5503,7.23823,0.0179963619048,22,8.19265,1
5504,7.40763,0.00279698095238,38,9.26423,0
5505,6.78676,0.028724,18,7.85793,1
5506,7.49928,0.0207360357143,30,8.53921,1
5507,-0.52627,0.0133523203704,42,0.57722,0
5508,-1.60936,0.0565094594595,36,-3.08612,1
5509,1.99258,0.0372235,36,3.13043,1
5510,-0.02147,0.0156655925926,23,1.40867,1
5511,6.7015,0.0310664444444,10,7.73142,1
5512,7.37122,0.00325533214286,27,8.78295,0
5513,3.22487,0.0148374045802,36,6.86958,0
5514,-0.17035,0.0129617703704,11,0.92348,1
5515,0.6604,0.00796989694656,36,2.71442,1
5516,2.88556,0.0233011928571,36,5.31171,1
5517,3.05233,0.014298,55,3.67109,0
5518,-0.28811,0.0145590148148,15,0.81655,0
5519,-1.42483,0.0110297722222,2,-0.16291,0
5520,6.86359,0.02457075,32,7.69531,0
5521,7.01705,0.0160383928571,11,7.89904,1
5522,7.49466,0.0025526984127,34,9.41158,1
5523,6.83644,0.0352538666667,43,7.93164,1
5524,-0.97304,0.00953629444444,55,0.35054,1
5525,7.23317,0.00796443061224,55,8.31087,0
5526,7.40367,0.00628720714286,13,8.83192,0
5527,5.51509,0.012581784,36,5.75628,1
5528,7.69228,0.00199553650794,54,9.74619,1
5529,-0.37622,0.0160059213115,11,1.35632,1
5530,1.98997,0.0343147118644,36,3.1684,1
5531,3.49841,0.0585168333333,36,4.59218,1
5532,6.81921,0.0307373611111,48,7.90607,1
5533,7.30441,0.0104450102041,19,8.4096,1
5534,6.70096,0.0367754388889,35,7.73063,0
5535,6.99461,0.00947597142857,12,7.98026,0
5536,1.9935,0.0338713266667,36,3.21194,0
5537,-0.40428,0.00439745901639,0,1.1091,0
5538,-1.55465,0.0480501368421,36,-3.10382,1
5539,-1.53586,0.0493663512821,36,-3.08723,1
5540,0.21946,0.0206173407407,53,1.24456,1
5541,1.1587,0.149247,36,-1.89398,0
5542,7.63662,0.00203982857143,29,9.65194,1
5543,-0.70383,0.0168168611111,4,0.48795,1
5544,1.94985,0.0378058412698,36,3.34001,0
5545,-0.04276,0.0213563659574,25,0.66932,1
5546,1.98723,0.0333443606557,36,3.25291,1
5547,7.549,0.00285042539683,56,9.50358,1
5548,0.48265,0.0578739428571,36,1.42277,1
5549,7.56026,0.00187439047619,31,9.52265,1
5550,4.94902,0.0100321658824,36,4.83257,0
5551,1.35411,0.0251542068966,42,2.22108,0
5552,-0.17943,0.0108224,12,0.99328,0
5553,-0.29792,0.0151957685185,30,1.07757,1
5554,4.77838,0.0135438571429,36,5.83289,1
5555,1.92231,0.0366778125,36,3.37851,1
5556,-0.32731,0.0142702222222,6,0.67295,1
5557,2.49086,0.0188619241379,47,3.08835,1
5558,-0.15664,0.0112784537037,44,0.98525,0
5559,2.11747,0.0156555488372,9,2.96991,1
5560,2.25758,0.0151943323077,37,3.13588,1
5561,-0.255,0.0125502407407,39,1.03386,0
5562,1.97342,0.0318830451613,36,3.29423,0
5563,7.46189,0.00461748214286,24,8.91979,0
5564,-1.54847,0.04507839,36,-3.05969,1
5565,7.41827,0.00172806785714,46,8.85396,0
5566,7.46854,0.0016346,33,9.36735,0
5567,7.17828,0.0122033306122,39,8.23479,0
5568,-1.43695,0.0125123166667,47,-0.22919,0
5569,-1.19182,0.00346097704918,29,0.9512,0
5570,-0.38265,0.0145017,35,0.28912,1
5571,2.80053,0.0288909090909,36,3.09972,1
5572,-0.67595,0.0153576537037,32,0.32825,0
5573,6.76763,0.0319366666667,9,7.82954,0
5574,1.24232,0.121790948276,36,-1.94882,0
5575,7.40166,0.00957165714286,23,8.54438,1
5576,-0.51099,0.00754117213115,28,1.08755,0
5577,7.3437,0.00205066666667,46,9.15598,0
5578,7.24696,0.0051769125,7,8.59544,0
5579,-1.74232,0.0031553704918,13,0.13843,0
5580,7.0924,0.757611580952,36,7.99906,1
5581,6.99201,0.0115932367347,28,7.97666,0
5582,6.72066,0.0423098833333,26,7.75985,0
5583,1.89492,0.0315301292308,36,3.42136,0
5584,7.21232,0.00237002857143,3,8.93353,1
5585,7.50123,0.00157273285714,45,10.11658,1
5586,7.18476,0.0206813285714,4,8.12168,1
5587,2.53115,0.0101418992063,36,4.15317,1
5588,2.51132,0.00620014478528,9,5.83062,1
5589,-1.5555,0.0388687707317,36,-3.02656,1
5590,2.58437,0.0123299621622,6,3.90481,1
5591,6.79051,0.0381632416667,53,7.86349,1
5592,-0.54944,0.01101825,26,0.43225,0
5593,7.02485,0.0214397333333,21,7.9094,0
5594,7.16809,0.0158815959184,15,8.22067,0
5595,-0.42168,0.0141093777778,43,0.76199,0
5596,1.33673,0.11226279,36,-2.0167,0
5597,7.36122,0.00640947142857,41,8.76786,0
5598,-0.54538,0.0143746574468,16,0.31949,0
5599,7.14829,0.0133494530612,11,8.19324,1
5600,2.14405,0.01473504625,55,2.82602,0
5601,7.26417,0.0166431857143,49,8.22709,1
5602,7.1747,0.00159654857143,14,9.46966,0
5603,1.42525,0.114021958065,36,-2.08682,0
5604,0.42136,0.0220539174603,35,0.96022,1
5605,1.08705,0.0181906214286,37,1.6737,0
5606,6.94498,0.0238191428571,51,7.80336,0
5607,0.2698,0.0217014765957,37,0.96528,0
5608,7.13708,0.0191906,16,8.05838,1
5609,7.2121,0.0183804761905,47,8.15798,1
5610,6.94589,0.012155,44,7.91273,0
5611,1.86963,0.0286212833333,36,3.46187,0
5612,7.35598,0.0117403408163,17,8.48108,0
5613,-0.46885,0.0133994680851,9,0.23201,1
5614,-0.57197,0.00557226885246,7,1.17921,0
5615,0.8315,0.0237461090909,18,2.06202,1
5616,7.38053,0.00172483714286,31,9.87744,1
5617,-1.56545,0.0352779166667,36,-2.99791,1
5618,-1.55959,0.0371361860465,36,-2.99568,1
5619,-0.88416,1.39233557826,36,1.85447,1
5620,7.11167,0.0198801738095,18,8.02466,1
5621,-0.75224,0.00802366863905,36,0.43818,1
5622,7.21133,0.00589303571429,2,8.54167,0
5623,0.16006,0.0147437114754,48,1.7316,1
5624,6.75054,0.0349434416667,6,7.80418,1
5625,1.46525,0.00475588235294,10,3.21101,0
5626,6.75531,0.0357809555556,37,7.81126,0
5627,-0.34037,0.00263034117647,27,1.96935,0
5628,7.39129,0.00511738392857,8,8.81324,0
5629,1.25423,0.00627116823529,8,2.97945,1
5630,1.50894,0.10488425625,36,-2.15086,0
5631,6.79333,0.0483613333333,25,7.86767,1
5632,0.95699,0.00545065789474,37,3.21558,1
5633,0.84061,0.0646898666667,36,4.45442,1
5634,-1.54883,0.0360817977273,36,-2.99143,1
5635,-1.21804,0.00274382459016,41,0.62761,0
5636,-0.44394,0.0114591111111,22,0.97538,1
5637,-0.02076,0.0182270481481,25,1.00609,1
5638,-2.15759,0.0161755160194,11,3.71031,1
5639,7.6634,0.0127484632653,30,8.90712,1
5640,7.03358,0.0181664,42,7.92099,1
5641,1.84427,0.0258100865672,36,3.51185,0
5642,7.23902,0.00159881142857,38,9.59708,0
5643,-0.47991,0.00304361029412,0,1.40691,0
5644,-0.46204,0.00442543352601,43,2.65913,1
5645,-1.66146,0.0102481229508,47,0.24972,1
5646,1.05214,0.0653452586207,36,4.40023,1
5647,7.45133,0.00142422857143,29,10.01771,1
5648,-0.75232,0.00326845901639,56,1.31586,0
5649,-1.54994,0.0340214511111,36,-2.95039,1
5650,7.38455,0.00967040204082,22,8.52066,1
5651,0.94534,0.0601716785714,36,4.42679,1
5652,7.31971,0.00153691714286,34,9.75694,1
